-272.9,-262.4,-172.2,-131.0,-94.2,-41.3,-22.6,-18.4,-10.0,-7.9,-3.8,-2.6,-2.4,-1.9,-0.4,-0.3,-0.2,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.1
-337.2,-122.5,-13.7,-8.2,-0.6,-0.4,-0.2,-0.2,-0.2,-0.1,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-102.5,-49.6,-0.3,-0.3,-0.2,-0.2,-0.2,-0.2,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
-0.2,-0.2,-0.1,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
-7.6,-0.1,-0.1,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
-1.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
-1.6,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
-12.2,-0.6,-0.1,-0.1,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
-0.2,-0.1,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
-0.2,-0.1,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3
-20.6,-0.2,-0.2,-0.2,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
-55.8,-1.1,-0.2,-0.1,-0.0,-0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3
-42.8,-22.3,-2.7,-0.1,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3
-8.2,-0.5,-0.3,-0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
-11.9,-0.2,-0.2,-0.1,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
-2.5,-0.5,-0.3,-0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3
-6.1,-0.3,-0.1,-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
-0.2,-0.1,-0.0,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3
-62.7,-1.3,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3
-2.2,-1.8,-1.6,-0.2,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
-88.8,-74.1,-24.0,-1.8,-0.1,-0.1,-0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
-41.7,-9.8,-1.4,-0.1,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3
-12.1,-11.1,-6.4,-2.0,-1.6,-0.2,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3
-124.5,-121.2,-0.1,-0.0,-0.0,-0.0,-0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
-35.3,-5.8,-4.8,-2.6,-0.1,-0.0,-0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
-28.1,-18.4,-8.8,-7.7,-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3
-11.3,-6.7,-5.2,-2.7,-0.5,-0.2,-0.1,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4
-4.4,-2.1,-0.7,-0.4,-0.3,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3
-12.6,-1.1,-0.4,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3
-40.7,-38.7,-11.6,-0.2,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3
-47.2,-2.0,-0.3,-0.1,-0.1,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
-96.3,-26.0,-25.9,-0.3,-0.1,-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3
-5.4,-2.1,-0.7,-0.3,-0.2,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3
-0.1,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
-48.0,-11.6,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3
-78.7,-5.3,-0.5,-0.1,-0.1,-0.0,-0.0,-0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3
-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3
-3.4,-0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
-8.5,-2.6,-1.0,-0.3,-0.0,-0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
-1.1,-0.5,-0.0,-0.0,-0.0,-0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4
-0.2,-0.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
-2.2,-0.2,-0.1,-0.1,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3
